name_0	count_x	name_1	name_2	count_y
al-Muthanna	2259	Ishaq	Muhammad b. Ja'far	1
al-Muthanna	2259	Ishaq	Muhammad b. al-Qasim	1
al-Muthanna	2259	Ishaq	Mutrif	1
al-Muthanna	2259	Ishaq	Qubaysa	2
al-Muthanna	2259	Ishaq	Rawh	1
al-Muthanna	2259	Ishaq	Rawh b. 'Abbada	1
al-Muthanna	2259	Ishaq	Sufyan b. 'Uyayna	3
al-Muthanna	2259	Ishaq	Sulayman b. Abi Hudha	1
al-Muthanna	2259	Ishaq	Ubayd Allah b. Musa	3
al-Muthanna	2259	Ishaq	Ubayd b. Yahya	1
al-Muthanna	2259	Ishaq	Waki'	5
al-Muthanna	2259	Ishaq	Ya'li	3
al-Muthanna	2259	Ishaq	Ya'li b. 'Ubayd	3
al-Muthanna	2259	Ishaq	Ya'qub al-Zubayri	1
al-Muthanna	2259	Ishaq	Ya'qub b. Muhammad	2
al-Muthanna	2259	Ishaq	Ya'qub b. Muhammad al-Zuhri	3
al-Muthanna	2259	Ishaq	Yahya	4
al-Muthanna	2259	Ishaq	Yahya al-Hammani	1
al-Muthanna	2259	Ishaq	Yahya b. Adam	1
al-Muthanna	2259	Ishaq	Yahya b. al-Daris	1
al-Muthanna	2259	Ishaq	Yazid b. Harun	2
al-Muthanna	2259	Ishaq	Zayd b. al-Habbab	1
al-Muthanna	2259	Ishaq	Zuhayr	2
al-Muthanna	2259	Ishaq	al-Harith b. Muslim	1
al-Muthanna	2259	Ishaq	al-Husayn	1
al-Muthanna	2259	Ishaq	al-Husayn al-Ja'fi	1
al-Muthanna	2259	Ishaq	al-Mu'mil al-Basri	1
al-Muthanna	2259	Ishaq	al-Munqri	1
al-Muthanna	2259	Ishaq	al-Walid	1
al-Muthanna	2259	Ishaq	بكر بن شرود	2
al-Muthanna	2259	Ishaq b. Isma'il	Abd al-Rahman al-Muharibi	1
al-Muthanna	2259	Ishaq b. Sulaym	Fatr	1
al-Muthanna	2259	Ishaq b. Sulayman	Abu Bakr b. 'Iyash	1
al-Muthanna	2259	Ishaq b. Sulayman	Talha b. 'Amr	2
al-Muthanna	2259	Ishaq b. Yusuf	جويبر	1
al-Muthanna	2259	Ishaq b. al-Hajjaj	Abd Allah b. Abi Ja'far	8
al-Muthanna	2259	Ishaq b. al-Hajjaj	Abd Allah b. Abi Ja'far al-Razi	1
al-Muthanna	2259	Ishaq b. al-Hajjaj	Abd Allah b. Hashim	1
al-Muthanna	2259	Ishaq b. al-Hajjaj	Abd al-Rahman b. 'Abd Allah	1
al-Muthanna	2259	Ishaq b. al-Hajjaj	Abd al-Rahman b. Mughra'	1
al-Muthanna	2259	Ishaq b. al-Hajjaj	Hisham	1
al-Muthanna	2259	Ishaq b. al-Hajjaj	Ibn Abi Ja'far	5
al-Muthanna	2259	Ishaq b. al-Hajjaj	Ishaq b. Isma'il	1
al-Muthanna	2259	Ishaq b. al-Hajjaj	Ubayd Allah b. Musa	1
al-Muthanna	2259	Ishaq b. al-Hajjaj	Yahya b. Adam	1
al-Muthanna	2259	Ma'li b. Asad	Abd al-'Aziz b. al-Mukhtar	1
al-Muthanna	2259	Ma'li b. Asad	Khalid	6
al-Muthanna	2259	Mu'adh b. Hisham	Abi	1
al-Muthanna	2259	Mu'awiyya	Ali	1
al-Muthanna	2259	Muhammad b. 'Abd Allah al-Nufayli	Zuhayr b. Mu'awiyya	1
al-Muthanna	2259	Muhammad b. Abi Ja'far	Sha'ba	1
al-Muthanna	2259	Muhammad b. Ja'far	Sha'ba	2
al-Muthanna	2259	Muhammad b. Ja'far	Uthman b. Ghayath	2
al-Muthanna	2259	Muhammad b. Khalid al-Makfuf	Abd al-Rahman	1
al-Muthanna	2259	Muhammad b. Raja' Abu Sahl	Amir b. Yusaf	1
al-Muthanna	2259	Muhammad b. Sahl al-Bukhari	Isma'il b. 'Abd al-Karim	1
al-Muthanna	2259	Muslim	Hisham	1
al-Muthanna	2259	Muslim	Mubarak	1
al-Muthanna	2259	Muslim	al-Qasim	1
al-Muthanna	2259	Muslim b. Ibrahim	Abu 'Uqayl	3
al-Muthanna	2259	Muslim b. Ibrahim	Harun al-Nahwi	5
al-Muthanna	2259	Muslim b. Ibrahim	Rabi'a b. Kulthum	2
al-Muthanna	2259	Muslim b. Ibrahim	Sadaqa b. Abi Sahl	2
al-Muthanna	2259	Muslim b. Ibrahim	Sha'ba	4
al-Muthanna	2259	Muslim b. Ibrahim	Umar b. al-Walid al-Sinni	1
al-Muthanna	2259	Muslim b. Ibrahim	al-Hadith b. 'Ubayda	1
al-Muthanna	2259	Muslim b. Ibrahim	al-Hasan b. Abi Ja'far	1
al-Muthanna	2259	Muslim b. Ibrahim	al-Qasim	4
al-Muthanna	2259	Mutrif b. 'Abd Allah	Malik b. Anas	2
al-Muthanna	2259	Qubaysa	Sufyan	2
al-Muthanna	2259	Qubaysa b. 'Uqba	Sufyan	10
al-Muthanna	2259	Qubaysa b. 'Uqba	سفيان ربنا اطمس على أموالهم يونس	1
al-Muthanna	2259	Sa'id b. 'Amir	Sha'ba	1
al-Muthanna	2259	Sa'id b. Salam Abu al-Hasan al-Basri	Sufyan	1
al-Muthanna	2259	Sa'id b. al-Hakam	Yahya b. Ayyub	1
al-Muthanna	2259	Sharik	Salim	1
al-Muthanna	2259	Shibl	Ibn Abi Najih	1
al-Muthanna	2259	Sufyan	Thawr	1
al-Muthanna	2259	Sufyan b. 'Uyayna	Ibn al-Munkadir	1
al-Muthanna	2259	Sufyan b. Waki'	Ibn Numayr	1
al-Muthanna	2259	Sufyan b. Waki'	Mas'ar	1
al-Muthanna	2259	Sulayman b. Ahmad al-Harashi	al-Walid	1
al-Muthanna	2259	Suwayd	Abd Allah b. al-Mubarak	1
al-Muthanna	2259	Suwayd	Ibn al-Mubarak	170
al-Muthanna	2259	Suwayd	al-Mubarak	1
al-Muthanna	2259	Ubayd Allah	Isra'il	1
al-Muthanna	2259	Wahb b. Jarir	Sha'ba	1
al-Muthanna	2259	Ya'li b. Asad	Khalid	2
al-Muthanna	2259	Yazid b. Harun	Sufyan b. Husayn	1
al-Muthanna	2259	Yusuf b. 'Adi	Ibn al-Mubarak	2
al-Muthanna	2259	Zayd b. 'Awf	Hammad	2
al-Muthanna	2259	al-'Abbas b. Abi Talib	Abu 'Awana	1
al-Muthanna	2259	al-Dahhak b. Mukhallad	Ibn Jurayj	1
al-Muthanna	2259	al-Fadl b. Dakkin	Sufyan	1
al-Muthanna	2259	al-Hajjaj	Abd al-Hamid b. Bahram	2
al-Muthanna	2259	al-Hajjaj	Abu 'Awana	9
al-Muthanna	2259	al-Hajjaj	Ahmad	1
al-Muthanna	2259	al-Hajjaj	Hamam	6
al-Muthanna	2259	al-Hajjaj	Hamam b. Yahya	8
al-Muthanna	2259	al-Hajjaj	Hammad	84
al-Muthanna	2259	al-Hajjaj	Hammad b. Humayd	1
al-Muthanna	2259	al-Hajjaj	Hammad b. Zayd	3
al-Muthanna	2259	al-Hajjaj	Hashim	1
al-Muthanna	2259	al-Hajjaj	Mahdi b. Mamun	2
al-Muthanna	2259	al-Hajjaj	Mu'tamir b. Sulayman	1
al-Muthanna	2259	al-Hajjaj	Mubarak b. Fadala	1
al-Muthanna	2259	al-Hajjaj	Rabi'a b. Kulthum	2
al-Muthanna	2259	al-Hajjaj	Sufyan b. 'Uyayna	1
al-Muthanna	2259	al-Hajjaj	Uqba b. Abi al-Sahba'	1
al-Muthanna	2259	al-Hajjaj	Yazid	2
al-Muthanna	2259	al-Hajjaj	Yazid b. Ibrahim	1
al-Muthanna	2259	al-Hajjaj	al-Hajjaj	1
al-Muthanna	2259	al-Hajjaj	al-Mu'tamir	3
al-Muthanna	2259	al-Hajjaj	al-Rabi' b. Sabih	1
al-Muthanna	2259	al-Hajjaj al-Anmati	Mahdi b. Mamun	1
al-Muthanna	2259	al-Hajjaj b. Minhal	Hamam	1
al-Muthanna	2259	al-Hammani	Abbad	1
al-Muthanna	2259	al-Hammani	Abd al-'Aziz b. al-Mukhtar	1
al-Muthanna	2259	al-Hammani	Abi	1
al-Muthanna	2259	al-Hammani	Abu 'Awana	1
al-Muthanna	2259	al-Hammani	Hammad	1
al-Muthanna	2259	al-Hammani	Hammad b. Zayd	1
al-Muthanna	2259	al-Hammani	Humayd b. 'Abd al-Rahman al-Ru'asi	1
al-Muthanna	2259	al-Hammani	Ibn al-Mubarak	1
al-Muthanna	2259	al-Hammani	Isra'il	1
al-Muthanna	2259	al-Hammani	Muhammad b. Aban	1
al-Muthanna	2259	al-Hammani	Qays	1
al-Muthanna	2259	al-Hammani	Qays b. al-Rabi'	1
al-Muthanna	2259	al-Hammani	Sharik	48
al-Muthanna	2259	al-Hammani	Sufyan	1
al-Muthanna	2259	al-Hammani	Ya'qub al-Qummi	1
al-Muthanna	2259	al-Hammani	Yahya b. Yaman	1
al-Muthanna	2259	al-Hammani	Yahya b. al-Yaman	1
al-Muthanna	2259	al-Harith	Abd al-'Aziz	1
al-Muthanna	2259	al-Husayn	al-Hajjaj	2
al-Muthanna	2259	al-Layth b. Sa'd	Ibn Salih	1
al-Muthanna	2259	al-Mu'ali b. Asad	Khalid	3
al-Muthanna	2259	al-Nufayli	Zuhayr	2
al-Muthanna	2259	al-Qa'nabi Isma'il b. Maslama	Sufyan	1
Yunus	2250	#####	#####	2
Yunus	2250	Abd Allah b. Wahb	#####	1
Yunus	2250	Abd Allah b. Wahb	Abd al-Rahman b. Zayd	1
Yunus	2250	Abd Allah b. Wahb	Amr b. al-Harith	1
Yunus	2250	Abd Allah b. Wahb	Ibn Jurayj	1
Yunus	2250	Abd Allah b. Wahb	Yunus	1
Yunus	2250	Abd Allah b. Yusuf	Abd Allah b. Lahi'a	1
Yunus	2250	Abd Allah b. Yusuf	al-Layth	1
Yunus	2250	Ahmad b. al-Ghamr	Uthman b. Zayd	1
Yunus	2250	Akhbar b. Wahb	Ibn Zayd	1
Yunus	2250	Ali b. Ma'bad	Abu Mu'awiya	2
Yunus	2250	Ali b. Ma'bad	Abu Yahya al-Khurasani	1
Yunus	2250	Ali b. Ma'bad	Attab b. Bashir	1
Yunus	2250	Ali b. Ma'bad	Ubayd Allah b. 'Amr	2
Yunus	2250	Amr	Asbat	2
Yunus	2250	Anis b. 'Iyad	Hisham	1
Yunus	2250	Anis b. 'Iyad	Yahya	2
Yunus	2250	Asbat	al-Suddi	1
Yunus	2250	Ashhab	#####	1
Yunus	2250	Ashhab	Ibn Layi'a	1
Yunus	2250	Ashhab	Malik	6
Yunus	2250	Ashhab	مالك الكعب الذي يجب الوضوء إليه	1
Yunus	2250	Ashhab b. 'Abd al-'Aziz	Malik	2
Yunus	2250	Ashhab b. 'Abd al-'Aziz	مالك رحمه الله وسئل أترى دبغ جلود الدواب طاهرا إنما	1
Yunus	2250	Bishr b. Bakr	al-Awza'i	1
Yunus	2250	Bishr b. Mu'adh	Yazid	1
Yunus	2250	Ibn Nafi'	Abu Ma'shar	1
Yunus	2250	Ibn Nafi'	Hisham	1
Yunus	2250	Ibn Nafi'	Hisham b. Sa'd	1
Yunus	2250	Ibn Nafi'	Usama b. Zayd	1
Yunus	2250	Ibn Wahb	#####	28
Yunus	2250	Ibn Wahb	Abd Allah b. 'Amr	1
Yunus	2250	Ibn Wahb	Abd Allah b. 'Iyash	7
Yunus	2250	Ibn Wahb	Abd Allah b. 'Umar	4
Yunus	2250	Ibn Wahb	Abd Allah b. Yusuf	1
Yunus	2250	Ibn Wahb	Abd al-Hakam b. A'yan	1
Yunus	2250	Ibn Wahb	Abd al-Hamid b. Salim	1
Yunus	2250	Ibn Wahb	Abd al-Jabbar b. 'Umar	3
Yunus	2250	Ibn Wahb	Abd al-Jalil b. Humayd al-Yahsibi	1
Yunus	2250	Ibn Wahb	Abd al-Rahman b. Abi al-Mawal	1
Yunus	2250	Ibn Wahb	Abd al-Rahman b. Abi al-Mawali	1
Yunus	2250	Ibn Wahb	Abd al-Rahman b. Abi al-Zinnad	1
Yunus	2250	Ibn Wahb	Abd al-Rahman b. Mahdi	4
Yunus	2250	Ibn Wahb	Abd al-Rahman b. Salman	1
Yunus	2250	Ibn Wahb	Abd al-Rahman b. Shurayh	2
Yunus	2250	Ibn Wahb	Abd al-Rahman b. Zayd	11
Yunus	2250	Ibn Wahb	Abu Sakhr	28
Yunus	2250	Ibn Wahb	Abu Shurayh	2
Yunus	2250	Ibn Wahb	Abu Yahya b. Sulayman	2
Yunus	2250	Ibn Wahb	Abu al-Tahir	1
Yunus	2250	Ibn Wahb	Amr	3
Yunus	2250	Ibn Wahb	Amr b. Khalid	1
Yunus	2250	Ibn Wahb	Amr b. Muhammad	1
Yunus	2250	Ibn Wahb	Amr b. al-Harith	40
Yunus	2250	Ibn Wahb	Amr b. al-Harith b. Ya'qub	1
Yunus	2250	Ibn Wahb	Ashhab	1
Yunus	2250	Ibn Wahb	Asim b. 'Abd Allah b. Nu'aym	1
Yunus	2250	Ibn Wahb	Asim b. Hakim	1
Yunus	2250	Ibn Wahb	Ataf b. Khalid	1
Yunus	2250	Ibn Wahb	Bakr b. Mudar	4
Yunus	2250	Ibn Wahb	Dawud b. 'Abd al-Rahman al-Makki	1
Yunus	2250	Ibn Wahb	Dawud b. Qays	2
Yunus	2250	Ibn Wahb	Hafs b. Maysara	3
Yunus	2250	Ibn Wahb	Hanzala	4
Yunus	2250	Ibn Wahb	Hanzala b. Abi Sufyan	1
Yunus	2250	Ibn Wahb	Harmala	3
Yunus	2250	Ibn Wahb	Harmala b. 'Umran	2
Yunus	2250	Ibn Wahb	Hayy b. 'Abd Allah	2
Yunus	2250	Ibn Wahb	Hayyawa	4
Yunus	2250	Ibn Wahb	Hisham b. Sa'd	6
Yunus	2250	Ibn Wahb	Ibn 'Abd Allah b. Salim	1
Yunus	2250	Ibn Wahb	Ibn 'Iyash	1
Yunus	2250	Ibn Wahb	Ibn Abi Dhi'b	7
Yunus	2250	Ibn Wahb	Ibn Abi Zinad	3
Yunus	2250	Ibn Wahb	Ibn Jurayh	1
Yunus	2250	Ibn Wahb	Ibn Jurayj	8
Yunus	2250	Ibn Wahb	Ibn Layi'a	15
Yunus	2250	Ibn Wahb	Ibn Shurayh	1
Yunus	2250	Ibn Wahb	Ibn Yazid	2
Yunus	2250	Ibn Wahb	Ibn Zayd	1534
Yunus	2250	Ibn Wahb	Ibn al-Sabil al-Musafir	1
Yunus	2250	Ibn Wahb	Ibrahim b. Nashit	1
Yunus	2250	Ibn Wahb	Ishaq b. Yahya b. Talha	1
Yunus	2250	Ibn Wahb	Iyad b. 'Abd Allah	1
Yunus	2250	Ibn Wahb	Jarir b. Hazim	14
Yunus	2250	Ibn Wahb	Khallad	1
Yunus	2250	Ibn Wahb	Ma'ruf b. Suwayd	1
Yunus	2250	Ibn Wahb	Makhrima	1
Yunus	2250	Ibn Wahb	Makhrima b. Bukayr	1
Yunus	2250	Ibn Wahb	Malik	22
Yunus	2250	Ibn Wahb	Malik b. Abi al-Khayr	1
Yunus	2250	Ibn Wahb	Malik b. Anas	9
Yunus	2250	Ibn Wahb	Malik b. al-Khayr al-Ziyadi	1
Yunus	2250	Ibn Wahb	Mu'awiyya	12
Yunus	2250	Ibn Wahb	Muhammad b. 'Amr	2
Yunus	2250	Ibn Wahb	Muhammad b. 'Amr al-Yafi'i	2
Yunus	2250	Ibn Wahb	Muhammad b. Abi Humayd	1
Yunus	2250	Ibn Wahb	Muslim	1
Yunus	2250	Ibn Wahb	Muslim b. Khalid	4
Yunus	2250	Ibn Wahb	Muslim b. Khalid al-Zanji	1
Yunus	2250	Ibn Wahb	Nafi' b. Abi Nu'aym	1
Yunus	2250	Ibn Wahb	Nafi' b. Yazid	3
Yunus	2250	Ibn Wahb	Qurra b. 'Abd al-Rahman	2
Yunus	2250	Ibn Wahb	Sa'id	1
Yunus	2250	Ibn Wahb	Sa'id b. 'Abd al-Rahman	1
Yunus	2250	Ibn Wahb	Sa'id b. 'Abd al-Rahman al-Jamhi	1
Yunus	2250	Ibn Wahb	Sa'id b. Abi Ayyub	8
Yunus	2250	Ibn Wahb	Sahbil b. Muhammad	1
Yunus	2250	Ibn Wahb	Shabib	1
Yunus	2250	Ibn Wahb	Shabib b. Sa'id	2
Yunus	2250	Ibn Wahb	Sufyan	7
Yunus	2250	Ibn Wahb	Sufyan al-Thawri	5
Yunus	2250	Ibn Wahb	Sufyan b. 'Uyayna	1
Yunus	2250	Ibn Wahb	Sulayman b. Bilal	8
Yunus	2250	Ibn Wahb	Talha b. 'Amr	1
Yunus	2250	Ibn Wahb	Ubayd Allah b. 'Umar	3
Yunus	2250	Ibn Wahb	Umar b. Muhammad	5
Yunus	2250	Ibn Wahb	Umar b. Muhammad b. Zayd	1
Yunus	2250	Ibn Wahb	Umar b. Qays	4
Yunus	2250	Ibn Wahb	Umar b. Talha	2
Yunus	2250	Ibn Wahb	Ya'qub b. 'Abd al-Rahman al-Zuhri	2
Yunus	2250	Ibn Wahb	Yahya b. 'Abd Allah	1
Yunus	2250	Ibn Wahb	Yahya b. 'Abd Allah b. Salim	2
Yunus	2250	Ibn Wahb	Yahya b. Ayyub	8
Yunus	2250	Ibn Wahb	Yahya b. Azhar	1
Yunus	2250	Ibn Wahb	Yazid b. Yunus	1
Yunus	2250	Ibn Wahb	Yunus	39
Yunus	2250	Ibn Wahb	Yunus b. Yazid	15
Yunus	2250	Ibn Wahb	Yunus b. Zayd	1
Yunus	2250	Ibn Wahb	Zayd	1
Yunus	2250	Ibn Wahb	al-Harith	1
Yunus	2250	Ibn Wahb	al-Layth	4
Yunus	2250	Ibn Wahb	al-Layth b. Sa'd	2
Yunus	2250	Ibn Wahb	al-Mundhir b. 'Abd Allah al-Khazami	1
Yunus	2250	Ibn Wahb	al-Sari	1
Yunus	2250	Ibn Wahb	al-Thawri	1
Yunus	2250	Ibn Wahb	أبي صخر	1
Yunus	2250	Ibn Wahb	ابن إسحاق بن يحيى	1
Yunus	2250	Ibn Wahb	ابن جريج وسألته	1
Yunus	2250	Ibn Wahb	ابن زيد أخذ عليهم فرعون الأرض إلى البحر	1
Yunus	2250	Ibn Wahb	ابن زيد أخذوا بقرة أمرهم الله كفاهم ذلك ولكن البلاء	1
Yunus	2250	Ibn Wahb	ابن زيد أذن الله لهم إذا فرغوا الصلاة فإذا قضيت الصلاة فانتشروا	1
Yunus	2250	Ibn Wahb	ابن زيد أسماء ذريته كلها أخذهم ظهره	1
Yunus	2250	Ibn Wahb	ابن زيد ألقى الله على لسان طالوت حين فصل بالجنود لا يصحبني	1
Yunus	2250	Ibn Wahb	ابن زيد أما الذي تولى كبره منهم فعبد الله بن أبي ابن سلول الخبيث	1
Yunus	2250	Ibn Wahb	ابن زيد أما الذي يتعمد فيه الصيد	1
Yunus	2250	Ibn Wahb	ابن زيد أنبت الله عليه شجرة يقطين	1
Yunus	2250	Ibn Wahb	ابن زيد أنجى الله عز وجل بني إسرائيل فرعون وأغرق فرعون ومن معه	1
Yunus	2250	Ibn Wahb	ابن زيد أنشده البحر الطويل	1
Yunus	2250	Ibn Wahb	ابن زيد أو آخران غيركم المائدة غير أهل الإسلام	1
Yunus	2250	Ibn Wahb	ابن زيد أول فقد سليمان الهدهد	1
Yunus	2250	Ibn Wahb	ابن زيد أولئك الذين يدعون يبتغون إلى ربهم الوسيلة الإسراء	1
Yunus	2250	Ibn Wahb	ابن زيد إلا	1
Yunus	2250	Ibn Wahb	ابن زيد إلا أتى الله بقلب سليم الشعراء	1
Yunus	2250	Ibn Wahb	ابن زيد إن الذين يرمون المحصنات الغافلات المؤمنات لعنوا	1
Yunus	2250	Ibn Wahb	ابن زيد إن القرآن لا يكذب بعضه بعضا ولا ينقض بعضه بعضا جهل الناس أمره فإنما	1
Yunus	2250	Ibn Wahb	ابن زيد إن الله اصطفاه عليكم البقرة اختاره	1
Yunus	2250	Ibn Wahb	ابن زيد إن الله حذر هذه الأمة سطوته بقوله وكذلك أخذ ربك إذا أخذ القرى وهي ظالمة إن أخذه أليم شديد هود	1
Yunus	2250	Ibn Wahb	ابن زيد إن الله يحب الذين يقاتلون	1
Yunus	2250	Ibn Wahb	ابن زيد ائتوني بكتاب عند الله	1
Yunus	2250	Ibn Wahb	ابن زيد اجعل على كل جبل منهن جزءا البقرة	1
Yunus	2250	Ibn Wahb	ابن زيد استسقى لهم موسى	1
Yunus	2250	Ibn Wahb	ابن زيد استكانوا آل عمران	1
Yunus	2250	Ibn Wahb	ابن زيد اضطروا إلى بقرة لا يعلمون على صفتها غيرها وهي صفراء ليس فيها سواد ولا بياض فقالوا هذه بقرة فلان الآن جئت	1
Yunus	2250	Ibn Wahb	ابن زيد اعتذر فلولا	1
Yunus	2250	Ibn Wahb	ابن زيد افترضت الصلاة والزكاة لم يفرق بينهما وقرأ	1
Yunus	2250	Ibn Wahb	ابن زيد الأزلام قداح لهم	1
Yunus	2250	Ibn Wahb	ابن زيد الأنفال الغنائم	1
Yunus	2250	Ibn Wahb	ابن زيد الجبل بالسريانية الطور	1
Yunus	2250	Ibn Wahb	ابن زيد الحكمة العقل	1
Yunus	2250	Ibn Wahb	ابن زيد الحميم دموع أعينهم تجمع	1
Yunus	2250	Ibn Wahb	ابن زيد الخشوع الخوف والخشية لله وقرأ قول الله خاشعين الذل الشورى	1
Yunus	2250	Ibn Wahb	ابن زيد الذبح العظيم الكبش الذي فدى الله إسحاق	1
Yunus	2250	Ibn Wahb	ابن زيد الذين لم يأخذوا الغرفة أقوى الذين أخذوا وهم الذين	1
Yunus	2250	Ibn Wahb	ابن زيد الربانيون الولاة والأحبار العلماء وأما	1
Yunus	2250	Ibn Wahb	ابن زيد الرجز العذاب وكل شيء	1
Yunus	2250	Ibn Wahb	ابن زيد الرفث إتيان النساء وقرأ أحل لكم ليلة الصيام الرفث إلى نسائكم البقرة	1
Yunus	2250	Ibn Wahb	ابن زيد الرقيم كتاب ولذلك الكتاب خبر فلم	1
Yunus	2250	Ibn Wahb	ابن زيد السلوى طير	1
Yunus	2250	Ibn Wahb	ابن زيد الصافنات الخيل وكانت لها أجنحة وأما الجياد فإنها السراع واحدها جواد	1
Yunus	2250	Ibn Wahb	ابن زيد الصبر الإقامة	1
Yunus	2250	Ibn Wahb	ابن زيد العوان بين ذلك ليست ببكر ولا كبير البقرة القول	1
Yunus	2250	Ibn Wahb	ابن زيد الغارم الذي يدخل عليه الغرم	1
Yunus	2250	Ibn Wahb	ابن زيد الغساق الصديد الذي يجمع جلودهم	1
Yunus	2250	Ibn Wahb	ابن زيد الفارض الكبيرة البقرة القول	1
Yunus	2250	Ibn Wahb	ابن زيد الفتيل الذي	1
Yunus	2250	Ibn Wahb	ابن زيد الفوم الخبز	1
Yunus	2250	Ibn Wahb	ابن زيد القسيسين عبادهم وأما الرهبان فإنه يكون واحدا وجمعا فأما إذا	1
Yunus	2250	Ibn Wahb	ابن زيد الكفل والنصيب واحد وقرأ يؤتكم كفلين رحمته الحديد النساء القول	1
Yunus	2250	Ibn Wahb	ابن زيد الكلالة كل لا يرثه والد ولا ولد وكل لا ولد له ولا والد فهو يورث كلالة رجالهم ونسائهم	1
Yunus	2250	Ibn Wahb	ابن زيد المرجان	1
Yunus	2250	Ibn Wahb	ابن زيد المسجد الذي أسس على التقوى مسجد قباء	1
Yunus	2250	Ibn Wahb	ابن زيد المقسط العادل والقاسط الجائر	1
Yunus	2250	Ibn Wahb	ابن زيد المن عسل	1
Yunus	2250	Ibn Wahb	ابن زيد المنسأة العصا واختلفت القراء	1
Yunus	2250	Ibn Wahb	ابن زيد النبي أولى بالمؤمنين أنفسهم الأحزاب أنت أولى بعبدك قضى فيهم أمر جاز كلما قضيت على عبدك	1
Yunus	2250	Ibn Wahb	ابن زيد النصر إلا عند الله آل عمران شاء	1
Yunus	2250	Ibn Wahb	ابن زيد اليوم الموعود البروج يوم القيامة	1
Yunus	2250	Ibn Wahb	ابن زيد اهبطوا مصرا البقرة	1
Yunus	2250	Ibn Wahb	ابن زيد بعث الله عليه جرذا وسلطه على الذي	1
Yunus	2250	Ibn Wahb	ابن زيد بعد تبين لهم الحق البقرة	1
Yunus	2250	Ibn Wahb	ابن زيد بعذاب بئيس الأعراف	1
Yunus	2250	Ibn Wahb	ابن زيد ثاني عطفه ليضل	1
Yunus	2250	Ibn Wahb	ابن زيد جعلن يحززن أيديهن بالسكين ولا يحسبن إلا أنهن يحززن الترنج قد ذهبت عقولهن	1
Yunus	2250	Ibn Wahb	ابن زيد جعلوا يزيدون صاحبها حتى ملئوا له مسكها	1
Yunus	2250	Ibn Wahb	ابن زيد حتى نرى الله جهرة البقرة حتى يطلع إلينا	1
Yunus	2250	Ibn Wahb	ابن زيد خذوا زينتكم الأعراف	1
Yunus	2250	Ibn Wahb	ابن زيد ذلك أدنى ألا تعولوا النساء ذلك أقل لنفقتك الواحدة أقل ثنتين وثلاث وأربع وجاريتك أهون نفقة حرة ألا تعولوا	1
Yunus	2250	Ibn Wahb	ابن زيد رجع إلى الأولين أهل الشرك وإن كانوا ليقولون	1
Yunus	2250	Ibn Wahb	ابن زيد رجع موسى إلى قومه وكانوا سبعين رجلا قد اعتزلوا مع هارون العجل لم يعبدوه لهم	1
Yunus	2250	Ibn Wahb	ابن زيد ريح فيها صر آل عمران	1
Yunus	2250	Ibn Wahb	ابن زيد سلقوكم بألسنة حداد الأحزاب	1
Yunus	2250	Ibn Wahb	ابن زيد سنعذبهم مرتين التوبة	1
Yunus	2250	Ibn Wahb	ابن زيد شطره البقرة ناحيته جانبه	1
Yunus	2250	Ibn Wahb	ابن زيد غير المغضوب عليهم الفاتحة اليهود	1
Yunus	2250	Ibn Wahb	ابن زيد فاتخذتموهم سخريا المؤمنون	1
Yunus	2250	Ibn Wahb	ابن زيد فصرهن إليك البقرة	1
Yunus	2250	Ibn Wahb	ابن زيد فلا تكونن الممترين البقرة	1
Yunus	2250	Ibn Wahb	ابن زيد فما وجدنا فيها غير بيت المسلمين الذاريات	1
Yunus	2250	Ibn Wahb	ابن زيد فناداها تحتها مريم	1
Yunus	2250	Ibn Wahb	ابن زيد فورهم آل عمران وجههم	1
Yunus	2250	Ibn Wahb	ابن زيد قتيل بني إسرائيل طرح	1
Yunus	2250	Ibn Wahb	ابن زيد قل أتحاجوننا البقرة أتخاصموننا	1
Yunus	2250	Ibn Wahb	ابن زيد قيل لبعض الذبح فما العذاب الشديد	1
Yunus	2250	Ibn Wahb	ابن زيد قيل لبني إسرائيل وادخلوا الباب سجدا وقولوا حطة البقرة فبدل الذين ظلموا منهم قولا غير الذي قيل لهم الأعراف بعث	1
Yunus	2250	Ibn Wahb	ابن زيد كادوا يكونون عليه لبدا الجن	1
Yunus	2250	Ibn Wahb	ابن زيد كادوا يكونون عليه لبدا الجن واللبد الشيء الذي بعضه فوق بعض الجن القول	1
Yunus	2250	Ibn Wahb	ابن زيد كافة البقرة وقرأ وقاتلوا المشركين كافة يقاتلوكم كافة	1
Yunus	2250	Ibn Wahb	ابن زيد كانت المرأة المشركين إذا غضبت على زوجها	1
Yunus	2250	Ibn Wahb	ابن زيد كانت قريظة والنضير أخوين وكانوا بهذه المثابة	1
Yunus	2250	Ibn Wahb	ابن زيد كذلك يجعل الله الرجس على الذين لا يؤمنون الأنعام	1
Yunus	2250	Ibn Wahb	ابن زيد لا تؤتونهن	1
Yunus	2250	Ibn Wahb	ابن زيد لا شية فيها البقرة هي صفراء ليس فيها بياض ولا سواد	1
Yunus	2250	Ibn Wahb	ابن زيد لفظه الحوت حتى صار مثل الصبي المنفوس قد نشر اللحم والعظم فصار مثل الصبي المنفوس فألقاه	1
Yunus	2250	Ibn Wahb	ابن زيد لم يتسنه البقرة لم يتغير	1
Yunus	2250	Ibn Wahb	ابن زيد لم يكن المؤمنين	1
